_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,BARCODE,SDE_STATE_ID,geometry
1939,4464,BE-01907,None,None,Victoria Park Ave,East,Arncliffe Cres,North,12805,21,None,Standard,Existing,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3055070993147, 43.7320487982494]]}"
1940,4468,BE-00446,1555,Neilson Rd,Neilson Rd,East,Crow Trl,North,01545,25,None,Standard,Existing,B4201545,,"{'type': 'MultiPoint', 'coordinates': [[-79.2257538809144, 43.812738474658]]}"
1941,4470,BE-01451,1330,Castlefield Ave,Caledonia Rd,East,Castlefield Ave,North,09739,08,None,Standard,Existing,B1509739,,"{'type': 'MultiPoint', 'coordinates': [[-79.4637260679397, 43.6998797877989]]}"
1942,4471,BE-01490,190,Meadowvale Rd,Lawson Rd,North,Meadowvale Rd,West,05861,25,None,Standard,Existing,B4405861,,"{'type': 'MultiPoint', 'coordinates': [[-79.1609789037104, 43.7853356041419]]}"
1943,4472,BE-00592,16,Baby Point Rd,Baby Point Rd,North,Thornhill Ave,West,06503,04,None,Standard,Existing,B1306503,,"{'type': 'MultiPoint', 'coordinates': [[-79.4895732028253, 43.6582443500688]]}"
1944,4473,BE-00633,419,Woburn Ave,Avenue Rd,East,Woburn Ave,South,01853,08,None,Standard,Existing,B1601853,,"{'type': 'MultiPoint', 'coordinates': [[-79.4166654170082, 43.7251967538398]]}"
1945,4474,BE-02312,292,Manse Rd,Manse Rd,West,Lawrence Ave E,South,14471,25,None,Standard,Existing,B4414471,,"{'type': 'MultiPoint', 'coordinates': [[-79.1757125806455, 43.7689238431625]]}"
1946,4475,BE-01251,145,Hilton Ave,St Clair Ave W,South,Wells Hill Ave,West,08724,12,Wychwood Heights,Standard,Existing,B2108724,,"{'type': 'MultiPoint', 'coordinates': [[-79.4162001580373, 43.6834190362524]]}"
1947,4476,BE-02101,4875,Dundas St W,Dundas St W,South,Cordova Ave,East,13751,03,Village of Islington,Mini,Existing,B0513751,,"{'type': 'MultiPoint', 'coordinates': [[-79.5278014321788, 43.6496530444773]]}"
1948,4477,BE-02131,340,Brown's Line,Brown's Line,West,Roseland Dr,North,13881,03,None,Mini,Existing,B0613881,,"{'type': 'MultiPoint', 'coordinates': [[-79.5447152491397, 43.6002125233374]]}"
1949,4478,BE-02168,2929,Bathurst St,Bathurst St,East,Shelborne Ave,South,14125,08,None,Mini,Existing,B1614125,,"{'type': 'MultiPoint', 'coordinates': [[-79.4288294990804, 43.715796769391]]}"
1950,4479,BE-02173,5799,Yonge St,Yonge St,East,Cummer Ave,South,14130,18,None,Mini,Temporarily Removed,B2414130,,"{'type': 'MultiPoint', 'coordinates': [[-79.4166190610789, 43.7849026482643]]}"
1951,4481,BE-02659,2815,Kingston Rd,Kingston Rd,South,Eastville Ave,West,16311,20,None,Mini,Existing,B2016311,,"{'type': 'MultiPoint', 'coordinates': [[-79.237330113919, 43.7206881932607]]}"
1952,4482,BE-02602,101,Roncesvalles Ave,Roncesvalles Ave,East,Pearson Ave,North,16144,04,Roncesvalles Village,Mini,Existing,B0416144,,"{'type': 'MultiPoint', 'coordinates': [[-79.4473501898993, 43.642149932626]]}"
1953,4483,BE-02672,912,Kingston Rd,Kingston Rd,North,Lawlor Ave,West,16396,19,None,Mini,Existing,B1916396,,"{'type': 'MultiPoint', 'coordinates': [[-79.2892184752914, 43.6804227773151]]}"
1954,4487,BE-01836,None,Jayzel Dr,Jayzel Dr,East,Finch Ave W,South,12605,07,Emery Village,Standard,Temporarily Removed,B0712605,,"{'type': 'MultiPoint', 'coordinates': [[-79.5488527497077, 43.7502722898258]]}"
1955,4488,BE-02289,156,Borough Dr,Borough Dr,North,Town Centre Crt,West,14483,21,None,Standard,Existing,B3814483,,"{'type': 'MultiPoint', 'coordinates': [[-79.2570310517018, 43.7721515164928]]}"
1956,4489,BE-01497,None,None,Victoria Park Ave,East,Pleasant View Dr,North,10064,22,None,Standard,Existing,B4010064,,"{'type': 'MultiPoint', 'coordinates': [[-79.3278781075913, 43.7859506358397]]}"
1957,4492,BE-01109,110,Montezuma Trl,Brimley Rd,West,Alexmuir Blvd,South,07791,23,None,Mini,Existing,B4107791,,"{'type': 'MultiPoint', 'coordinates': [[-79.2797883405265, 43.8108607628361]]}"
1958,4493,BE-01178,3,Irwin Ave,Irwin Ave,South,Yonge St,West,07510,13,None,Mini,Existing,B2707510,,"{'type': 'MultiPoint', 'coordinates': [[-79.3854456942102, 43.6665973903749]]}"
1959,4494,BE-00236,1616,Dundas St W,Dundas St W,North,Brock Ave,West,00364,09,Little Portugal,Standard,Existing,B1800364,,"{'type': 'MultiPoint', 'coordinates': [[-79.4358661187143, 43.6499681546554]]}"
1960,4495,BE-00308,84,Covewood St,Steeles Ave E,South,Laureleaf Rd S,West,01931,17,None,Standard,Existing,B2401931,,"{'type': 'MultiPoint', 'coordinates': [[-79.3860034421984, 43.8053882704757]]}"
1961,4510,BE-00209,650,Lawrence Ave W,Lawrence Ave W,North,Shermount Ave,East,01831,08,None,Standard,Existing,B1501831,,"{'type': 'MultiPoint', 'coordinates': [[-79.4409690982429, 43.7168975700936]]}"
1962,4511,BE-00866,1,Brimorton Dr,Brimley Rd,East,Brimorton Dr,South,01425,21,None,Mini,Existing,B3801425,,"{'type': 'MultiPoint', 'coordinates': [[-79.2593283157665, 43.7649584016119]]}"
1963,4512,BE-00878,1622,Eglinton Ave W,Eglinton Ave W,North,Times Rd,East,07096,08,York-Eglinton,Standard,Temporarily Removed,B1507096,,"{'type': 'MultiPoint', 'coordinates': [[-79.4440601856767, 43.6971066515968]]}"
1964,4513,BE-01227,1594,Victoria Park Ave,Victoria Park Ave,West,Elvaston Dr,South,08664,16,None,Standard,Existing,B3408664,,"{'type': 'MultiPoint', 'coordinates': [[-79.3048128136492, 43.7295048027776]]}"
1965,4514,BE-01237,812,Ellesmere Rd,Ellesmere Rd,North,Dundalk Dr,West,08585,21,None,Standard,Existing,B4008585,,"{'type': 'MultiPoint', 'coordinates': [[-79.2842969798248, 43.7652174199963]]}"
1966,4515,BE-01255,1700,Bathurst St,Bathurst St,West,Warwick Ave,North,08737,12,None,Mini,Existing,B2108737,,"{'type': 'MultiPoint', 'coordinates': [[-79.4234970064003, 43.6955837645338]]}"
1967,4516,BE-01269,405,Richmond St W,Richmond St W,South,Spadina Ave,East,08866,10,Toronto Downtown West,Standard,Existing,B2008866,,"{'type': 'MultiPoint', 'coordinates': [[-79.3954494131443, 43.6478476605541]]}"
1968,4517,BE-01291,691,Bloor St W,Bloor St W,South,Clinton St,East,09061B,11,Korea Town,Mini,Existing,B199061B,,"{'type': 'MultiPoint', 'coordinates': [[-79.4170215844574, 43.6637962987942]]}"
1969,4518,BE-02577,None,None,Captain Hall Crt,East,Captain Hall Crt,North,15982,23,None,Standard,Existing,B2315982,,"{'type': 'MultiPoint', 'coordinates': [[-79.2884181707215, 43.8147947225463]]}"
1970,4519,BE-02568,1966,Queen St E,Queen St E,North,Kenilworth Ave,East,15941,19,The Beach,Mini,Existing,B1915941,,"{'type': 'MultiPoint', 'coordinates': [[-79.3017557361599, 43.6697206215444]]}"
1971,4520,BE-02581,4077,Chesswood Dr,Chesswood Dr,East,Vanley Cres,South,16045,06,DuKe Heights,Standard,Temporarily Removed,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.477944212466, 43.7594052224957]]}"
1972,4521,BE-02587,None,Provost Dr,Provost Dr,West,Sheppard Ave E,South,16087,17,None,Mini,Existing,B1716087,,"{'type': 'MultiPoint', 'coordinates': [[-79.3712557087456, 43.7698186328421]]}"
1973,4524,BE-01108,69,Mccool Crt,Brimley Rd,West,Port Royal Trl,South,07790,23,None,Standard,Existing,B4107790,,"{'type': 'MultiPoint', 'coordinates': [[-79.2832646097592, 43.8185641935503]]}"
1974,4525,BE-01633,145,Dynamic Dr,Dynamic Dr,East,Turbina Ave,North,10939,23,None,Mini,Existing,B4110939,,"{'type': 'MultiPoint', 'coordinates': [[-79.2523347115152, 43.8280212234604]]}"
1975,4526,BE-01646,538,Bellamy Rd N,Bellamy Rd N,West,Ben Alder Dr,North,10952,24,None,Mini,Existing,B3810952,,"{'type': 'MultiPoint', 'coordinates': [[-79.2363072652934, 43.7601282965065]]}"
1976,4527,BE-00490,1145,Albion Rd,Albion Rd,South,John Grubb Crt,West,00059,01,Albion Islington Square,Standard,Existing,B0100059,,"{'type': 'MultiPoint', 'coordinates': [[-79.5674636640684, 43.7374965704267]]}"
1977,4528,BE-00504,120,Widdicombe Hill Blvd,Eglinton Ave W,North,Widdicombe Hill Blvd,West,05942,02,None,Mini,Existing,B0405942,,"{'type': 'MultiPoint', 'coordinates': [[-79.5579207134392, 43.6757387113584]]}"
1978,4529,BE-00668,461,Bloor St W,Bloor St W,South,Major St,West,06200,11,Bloor Annex,Standard,Existing,B2006200,,"{'type': 'MultiPoint', 'coordinates': [[-79.4064091047789, 43.6660692307229]]}"
1979,4530,BE-01655,1792,Birchmount Rd,Birchmount Rd,West,Ellesmere Rd,North,10969,21,None,Mini,Existing,B4010969,,"{'type': 'MultiPoint', 'coordinates': [[-79.2914447405169, 43.7654563545025]]}"
1980,4531,BE-00686,1016,Eglinton Ave W,Eglinton Ave W,North,Hilltop Rd,West,00476,08,Upper Village,Standard,Existing,B2100476,,"{'type': 'MultiPoint', 'coordinates': [[-79.4298648783032, 43.7001545163953]]}"
1981,4533,BE-00744,1400,Leslie St,Leslie St,West,Lawrence Ave E,South,2459,15,None,Standard,Existing,B2502459,,"{'type': 'MultiPoint', 'coordinates': [[-79.3560933123082, 43.7343141028975]]}"
1982,4534,BE-00755,1659,Bayview Ave,Bayview Ave,East,Fleming Cres,North,05916,15,Bayview Leaside,Mini,Existing,B2605916,,"{'type': 'MultiPoint', 'coordinates': [[-79.3756717192299, 43.7073337518417]]}"
1983,4536,BE-00763,10,Gateway Blvd,Gateway Blvd,South,Don Mills Rd,East,02175,16,None,Standard,Existing,B2602175,,"{'type': 'MultiPoint', 'coordinates': [[-79.3337455814001, 43.7100367744997]]}"
1984,4537,BE-01838,None,Thistle Down Blvd,Thistle Down Blvd,North,Barkwin Dr,West,12597,01,None,Standard,Existing,B0112597,,"{'type': 'MultiPoint', 'coordinates': [[-79.5596178943686, 43.7370341735021]]}"
1985,4538,BE-02469,1335,Lawrence Ave W,Lawrence Ave W,South,Keele St,East,None,05,Lawrence Ingram Keele,Standard,Existing,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4775175120095, 43.708721928331]]}"
1986,4539,BE-02516,1130,Dupont St,Dupont St,North,Gladstone Ave,East,15491,09,None,Standard,Existing,B1815491,,"{'type': 'MultiPoint', 'coordinates': [[-79.4375832149743, 43.6687830271408]]}"
1987,4540,BE-02525,4351,Kingston Rd,Kingston Rd,South,Poplar Rd,West,15478,24,None,Standard,Existing,B2415478,,"{'type': 'MultiPoint', 'coordinates': [[-79.1920302262241, 43.7647319539386]]}"
1988,4541,BE-02513,1713,St Clair Ave W,St Clair Ave W,South,Hounslow Heath Rd,East,15430,09,St. Clair Gardens,Mini,Existing,B0915430,,"{'type': 'MultiPoint', 'coordinates': [[-79.4597176926297, 43.6741402538699]]}"
1989,4542,BE-02522,4095,Kingston Rd,Kingston Rd,South,Celeste Dr,West,15439,24,None,Standard,Existing,B2415439,,"{'type': 'MultiPoint', 'coordinates': [[-79.1993657858541, 43.7566946349191]]}"
1990,4543,BE-02504,460,Rogers Rd,Rogers Rd,North,Kane Ave,East,15386,05,Rogers Road,Standard,Existing,B1215386,,"{'type': 'MultiPoint', 'coordinates': [[-79.4660124813247, 43.6822631791905]]}"
1991,4544,BE-02539,757,Pharmacy Ave,Pharmacy Ave,East,Comstock Rd,South,15731,20,None,Standard,Existing,B2015731,,"{'type': 'MultiPoint', 'coordinates': [[-79.2947398414768, 43.7191710777087]]}"
1992,4558,BE-00777,1028,Danforth Ave,Danforth Ave,North,Donlands Ave,East,06333,14,Danforth Mosaic,Standard,Existing,B2906333,,"{'type': 'MultiPoint', 'coordinates': [[-79.336477229955, 43.6806749024771]]}"
1993,4559,BE-00793,1108,Pharmacy Ave,Lawrence Ave E,South,Pharmacy Ave,West,06890,21,Wexford Heights,Standard,Existing,B3706890,,"{'type': 'MultiPoint', 'coordinates': [[-79.3049032569021, 43.7430281517912]]}"
1994,4560,BE-01197,673,Warden Ave,Warden Ave,East,Bell Estate Rd,North,07933,20,None,Mini,Existing,B3507933,,"{'type': 'MultiPoint', 'coordinates': [[-79.2781543825424, 43.7054646923929]]}"
1995,4561,BE-01211,135,Neptune Dr,Neptune Dr,South,Rajah St,West,08501,08,None,Standard,Existing,B1508501,,"{'type': 'MultiPoint', 'coordinates': [[-79.4404802559637, 43.7301258799839]]}"
1996,4563,BE-00727,276,Finch Ave E,Finch Ave E,North,Winlock Pk,East,05899,18,None,Mini,Existing,B2405899,,"{'type': 'MultiPoint', 'coordinates': [[-79.3957631648014, 43.7842354763334]]}"
1997,4564,BE-00741,1761,Eglinton Ave W,Eglinton Ave W,South,Northcliffe Blvd,West,07200,12,York-Eglinton,Standard,Existing,B1507200,,"{'type': 'MultiPoint', 'coordinates': [[-79.4482961224297, 43.6960402382022]]}"
1998,4566,BE-00831,1675,Danforth Ave,Danforth Ave,South,Hillingdon Ave,West,06624,19,Danforth Mosaic,Mini,Existing,B3206624,,"{'type': 'MultiPoint', 'coordinates': [[-79.3215639672068, 43.6836779628705]]}"
1999,4567,BE-02248,650,Dupont St,Christie St,East,Dupont St,North,14414,11,None,Standard,Existing,B2014414,,"{'type': 'MultiPoint', 'coordinates': [[-79.4215166749763, 43.671824144022]]}"
2000,4568,BE-01598,3,Imogene Ave,Weston Rd,East,Imogene Ave,South,10655,07,Emery Village,Mini,Existing,B0710655,,"{'type': 'MultiPoint', 'coordinates': [[-79.5401200331117, 43.7425618052837]]}"
2001,4569,BE-01369,849,College St,College St,South,Ossington Ave,West,09252,09,College Promenade,Standard,Existing,B1909252,,"{'type': 'MultiPoint', 'coordinates': [[-79.4231999930729, 43.6542101491942]]}"
2002,4573,BE-02499,1312,King St W,King St W,North,Cowan Ave,East,15395,04,None,Mini,Existing,B1415395,,"{'type': 'MultiPoint', 'coordinates': [[-79.4314704097249, 43.6381780207094]]}"
2003,4577,BE-00731,3600,Bayview Ave,Steeles Ave E,South,Bayview Ave,West,01929,18,None,Standard,Existing,B2401929,,"{'type': 'MultiPoint', 'coordinates': [[-79.3975388879802, 43.8028483764465]]}"
2004,4578,BE-00841,2020,Don Mills Rd,Duncan Mill Rd,North,Don Mills Rd,West,05895,16,None,Mini,Existing,B3405895,,"{'type': 'MultiPoint', 'coordinates': [[-79.3476508818959, 43.7618396675882]]}"
2005,4579,BE-01034,23,Peach Tree Path,Islington Ave,East,Kingsview Blvd,South,06437,01,None,Standard,Temporarily Removed,B0206437,,"{'type': 'MultiPoint', 'coordinates': [[-79.5476650687379, 43.6995465544667]]}"
2006,4582,BE-02632,325,King St E,King St E,South,Ontario St,West,16249,13,St. Lawrence Market Neighbourhood,Standard,Existing,B1316249,,"{'type': 'MultiPoint', 'coordinates': [[-79.3663860363733, 43.6516264733478]]}"
2007,4583,BE-02604,66,Roncesvalles Ave,Roncesvalles Ave,West,Harvard Ave,North,16134,04,Roncesvalles Village,Mini,Existing,B0416134,,"{'type': 'MultiPoint', 'coordinates': [[-79.4468263750126, 43.6403181802879]]}"
2008,4587,BE-01856,20,Kimbercroft Crt,Scunthorpe Rd,East,Kimbercroft Crt,South,12551,23,None,Mini,Existing,B4212551,,"{'type': 'MultiPoint', 'coordinates': [[-79.2406805678038, 43.7904815988383]]}"
2009,4588,BE-01095,242,Milner Ave,Milner Ave,North,Scunthorpe Rd,East,07683,23,None,Mini,Existing,B4207683,,"{'type': 'MultiPoint', 'coordinates': [[-79.2398370244015, 43.7890443965067]]}"
2010,4589,BE-01012,2,St Andrews Blvd,Islington Ave,West,St Andrews Blvd,North,04023,01,None,Standard,Existing,B0204023,,"{'type': 'MultiPoint', 'coordinates': [[-79.5489064229813, 43.7015819760199]]}"
2011,4593,BE-01134,1,Morningview Trl,Morningview Trl,South,Morningside Ave,East,07882,25,None,Mini,Existing,B4207882,,"{'type': 'MultiPoint', 'coordinates': [[-79.2060520794081, 43.8134389854504]]}"
2012,4595,BE-00318,2640,Bayview Ave,Bayview Ave,West,Fife Rd,South,02163,15,None,Standard,Existing,B2502163,,"{'type': 'MultiPoint', 'coordinates': [[-79.3856574952353, 43.7546440814339]]}"
2013,4624,BE-00033,830,Burnhamthorpe Rd,Burnhamthorpe Rd,North,Mill Rd,East,01750,02,None,Standard,Existing,B0301750,,"{'type': 'MultiPoint', 'coordinates': [[-79.584256308838, 43.6394692547382]]}"
2014,4629,BE-01929,None,None,Woodbine Ave,West,Queen St E,North,13126,19,The Beach,Mini,Existing,B3213126,,"{'type': 'MultiPoint', 'coordinates': [[-79.3059242954031, 43.6688629271511]]}"
2015,4630,BE-01865,1507,Lawrence Ave W,Lawrence Ave W,South,Pimlico Rd,West,12657,05,None,Mini,Temporarily Removed,B1212657,,"{'type': 'MultiPoint', 'coordinates': [[-79.4826006283899, 43.7073619760726]]}"
2016,4631,BE-01892,1239,Bloor St W,Bloor St W,South,St Clarens Ave,East,12679,09,Bloordale Village,Mini,Existing,B1812679,,"{'type': 'MultiPoint', 'coordinates': [[-79.4410941730314, 43.6586243036819]]}"
2017,4632,BE-01950,2200,Martin Grove Rd,Royalcrest Rd,South,Martin Grove Rd,West,13119,01,None,Mini,Existing,B0113119,,"{'type': 'MultiPoint', 'coordinates': [[-79.5997459204452, 43.7521188828144]]}"
2018,4633,BE-01866,3000,Dufferin St,Playfair Ave,North,Dufferin St,West,12658,08,MarkeTO District,Standard,Existing,B1512658,,"{'type': 'MultiPoint', 'coordinates': [[-79.4549021484986, 43.7106976640688]]}"
2019,4635,BE-01900,1407,Warden Ave,Warden Ave,East,Canadian Rd,North,T8544,21,None,Standard,Existing,B3708544,,"{'type': 'MultiPoint', 'coordinates': [[-79.3000868534192, 43.7589915040448]]}"
2020,4636,BE-01812,None,None,Cosburn Ave,North,Donlands Ave,West,12570,14,None,Standard,Existing,B2912570,,"{'type': 'MultiPoint', 'coordinates': [[-79.3419160632589, 43.6910796441453]]}"
2021,4637,BE-01835,None,None,Bradstock Rd,South,Rivalda Rd,West,12607,07,Emery Village,Standard,Existing,B0712607,,"{'type': 'MultiPoint', 'coordinates': [[-79.535707990538, 43.739781100411]]}"
2022,4639,BE-01842,958,Bloor St W,Bloor St W,North,Delaware Ave,West,12601,09,Bloorcourt Village,Mini,Existing,B1912601,,"{'type': 'MultiPoint', 'coordinates': [[-79.4285082729433, 43.6614201624022]]}"
2023,4640,BE-01926,445,Dundas St E,Parliament St,West,Dundas St E,South,13123,13,None,Mini,Temporarily Removed,B2813123,,"{'type': 'MultiPoint', 'coordinates': [[-79.3660071433954, 43.6592136386415]]}"
2024,4641,BE-01914,2748,Midland Ave,Midland Ave,West,Emmeline Cres,South,12880,22,None,Mini,Temporarily Removed,B4112880,,"{'type': 'MultiPoint', 'coordinates': [[-79.2831500299817, 43.7960473834811]]}"
2025,4642,BE-01911,3012,Kennedy Rd,Kennedy Rd,West,Perthshire St,North,12866,22,None,Mini,Existing,B3912866,,"{'type': 'MultiPoint', 'coordinates': [[-79.2999978935472, 43.8076514322857]]}"
2026,4643,BE-01925,None,None,Dundas St E,South,Parliament St,West,13122,13,None,Mini,Existing,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3662172758472, 43.6593063375808]]}"
2027,4644,BE-01377,3750,St Clair Ave E,St Clair Ave E,North,Brimley Rd,West,09269,20,None,Mini,Existing,B3609269,,"{'type': 'MultiPoint', 'coordinates': [[-79.2418837667943, 43.7208914996372]]}"
2028,4645,BE-01394,155,Sherbourne St,Sherbourne St,East,Shuter St,South,09365,13,None,Standard,Existing,B2809365,,"{'type': 'MultiPoint', 'coordinates': [[-79.3698934919253, 43.6558630822043]]}"
2029,4652,BE-01991,160,Eighth St,Birmingham St,South,Eighth St,West,13233,03,None,Mini,Existing,B0613233,,"{'type': 'MultiPoint', 'coordinates': [[-79.5077155725333, 43.6028842632375]]}"
2030,4653,BE-01998,191,Berry Rd,Berry Rd,South,Glenn Arthur Dr,East,13239,03,None,Mini,Existing,B0513239,,"{'type': 'MultiPoint', 'coordinates': [[-79.4941191741795, 43.6359111137801]]}"
2031,4654,BE-01833,3668,Weston Rd,Weston Rd,West,Kenhar Dr,South,12609,07,Emery Village,Standard,Existing,B0712609,,"{'type': 'MultiPoint', 'coordinates': [[-79.5447585298427, 43.7614011710064]]}"
2032,4655,BE-00017,850,Humberwood Blvd,Humberwood Blvd,East,Pinecone Dr,North,01742,01,None,Standard,Existing,B0201742,,"{'type': 'MultiPoint', 'coordinates': [[-79.6199628561678, 43.7289909583357]]}"
2033,4656,BE-00843,101,Duncan Mill Rd,Duncan Mill Rd,South,Valleybrook Dr,West,05893,16,None,Mini,Existing,B3405893,,"{'type': 'MultiPoint', 'coordinates': [[-79.3556031999683, 43.7616122605365]]}"
2034,4657,BE-00883,1471,Eglinton Ave W,Winona Dr,West,Eglinton Ave W,South,07091,12,York-Eglinton,Mini,Existing,B1507091,,"{'type': 'MultiPoint', 'coordinates': [[-79.4390350954039, 43.6979345676627]]}"
2035,4658,BE-00897,629,Roselawn Ave,Chaplin Cres,East,Roselawn Ave,South,07196,08,None,Standard,Existing,B1607196,,"{'type': 'MultiPoint', 'coordinates': [[-79.4235966574926, 43.7051529409601]]}"
2036,4659,BE-01343,159,Wellesley St E,Wellesley St E,South,Sherbourne St,West,09195,13,None,Mini,Temporarily Removed,B2709195,,"{'type': 'MultiPoint', 'coordinates': [[-79.3750443942837, 43.6667483108567]]}"
2037,4660,BE-01360,100,Coe Hill Dr,Coe Hill Dr,South,Windermere Ave,East,09234,04,None,Standard,Existing,B1309234,,"{'type': 'MultiPoint', 'coordinates': [[-79.474009437923, 43.6413063210206]]}"
2038,4663,BE-00148,None,None,Wilson Ave,North,Billy Bishop Way,Opposite,00836,06,Wilson Village,Standard,Existing,B0900836,,"{'type': 'MultiPoint', 'coordinates': [[-79.4534839454479, 43.7333881704967]]}"
2039,4664,BE-00161,750,Wilson Heights Blvd,Dufferin St,East,Overbrook Pl,South,01812,06,DuKe Heights,Standard,Existing,B1001812,,"{'type': 'MultiPoint', 'coordinates': [[-79.464903633754, 43.7607968042095]]}"
2040,4667,BE-00191,1972,Eglinton Ave E,Eglinton Ave E,North,Prudham Gt,East,01383,21,None,Standard,Temporarily Removed,B3701383,,"{'type': 'MultiPoint', 'coordinates': [[-79.284697954002, 43.728656952436]]}"
